Status,Post Title,Post Language,Post Slug,Broken URL,Action Taken,New URL
"Auto-fixed","Eco Surf Rescue Uluwatu: Keeping Uluwatu Clean!","en","eco-surf-rescue-uluwatu","https://xgames.espn.go.com/article/7265532/eco-warrior-james-pribram-returns-uluwatu-mission","Link removed (text kept)",""
"Auto-fixed","Eco Surf Rescue Uluwatu! Öko Surf Rettung Uluwatu!","de","eco-surf-rescue-uluwatu","https://xgames.espn.go.com/article/7265532/eco-warrior-james-pribram-returns-uluwatu-mission","Link removed (text kept)",""
"Auto-fixed","Ein Surftrip in die Tropen? Das musst du einpacken!","de","du-planst-einen-surftrip-in-die-tropen-10-dinge-die-du-einpacken-musst","https://www.rapturecamps.com/de/blog/the-waves-in-nicaragua-are-always-offshore/","Replaced","/de/blog/sind-die-wellen-in-nicaragua-immer-offshore"
"Auto-fixed","Ein Surftrip in die Tropen? Das musst du einpacken!","de","du-planst-einen-surftrip-in-die-tropen-10-dinge-die-du-einpacken-musst","https://www.rapturecamps.com/de/costa-rica-surfcamp/","Replaced","/de/surfcamp/costa-rica"
"Auto-fixed","Entfessele deinen inneren Wellenreiter: Der ultimative Leitfaden für Surfcamps","de","ultimativer-leitfaden-fuer-surfcamps","https://www.rapturecamps.com/de/surfcamp/marokko/banana-village/","Replaced","/de/surfcamp/morocco"
"Auto-fixed","Entfessele deinen inneren Wellenreiter: Der ultimative Leitfaden für Surfcamps","de","ultimativer-leitfaden-fuer-surfcamps","https://www.rapturecamps.com/de/kontakt/","Replaced","/contact"
"Auto-fixed","Ericeiras Umgebung: Portugal erkunden","de","portugal-was-du-unbedingt-sehen-und-tuen-solltest","https://www.rapturecamps.com/de/blog/best-things-to-do-in-ericeira/","Replaced","/de/blog/10-dinge-die-man-im-schonen-ericeira-gesehen-haben-muss-ein-top-surfziel-in-portugal"
"Auto-fixed","From Beginner to Pro: Top Surf Camps in Costa Rica for Every Skill Level","en","surf-school-costa-rica","/visiting-playa-avellanas-costa-rica-rapture-surfcamps","Replaced","/blog/10-things-to-do-playa-avellanas-costa-rica"
"Auto-fixed","From Beginner to Pro: Top Surf Camps in Costa Rica for Every Skill Level","en","surf-school-costa-rica","/top-5-surf-spots-in-playa-avellanas-costa-rica","Replaced","/blog/top-surf-spots-around-playa-avellanas-costa-rica"
"Auto-fixed","From Beginner to Pro: Top Surf Camps in Costa Rica for Every Skill Level","en","surf-school-costa-rica","/blog/top-5-surf-spots-in-playa-avellanas-costa-rica","Replaced","/blog/top-surf-spots-around-playa-avellanas-costa-rica"
"Auto-fixed","From Downward Dog to Hang Ten: The Ultimate Yoga Surfcamp Experience in Portugal","en","yoga-surfcamp-portugal","/blog/7-of-portugals-best-surf-spots","Replaced","/blog/portugal-best-surf-spots"
"Auto-fixed","Geschichte-Macher: Die 10 größten jemals gesurften Wellen","de","geschichte-macher-die-10-groessten-jemals-gesurften-wellen","https://www.rapturecamps.com/de/surfcamp/marokko/banana-village/","Replaced","/de/surfcamp/morocco"
"Auto-fixed","How to Dress like a Surfer? 12 Tips to Get Started","en","how-to-style-like-a-surfer-rapturecamps","https://shop.rapturecamps.com/","Link removed (text kept)",""
"Auto-fixed","Ist Surfen schwer?
Die Herausforderungen und Nervenkitzel des Wellenreitens enthüllen","de","ist-surfen-schwer","https://www.rapturecamps.com/de/kontakt/","Replaced","/contact"
"Auto-fixed","Learn to Surf at the Best Surf Camp in Bali – Rapture Surfcamps","en","surf-school-bali","/blog/surf-tips-beginners-learn-to-surf","Replaced","/blog/surf-tips-beginners"
"Auto-fixed","Learn to Surf at the Best Surf Camp in Bali – Rapture Surfcamps","en","surf-school-bali","/blog/surf-tips-beginners-learn-to-surf","Replaced","/blog/surf-tips-beginners"
"Auto-fixed","Nicaragua Travel Guide – What you Need to Know before Visiting","en","nicaragua-travel-guide-what-you-need-to-know","https://tui.co.uk/flight/costa-rica-flights","Link removed (text kept)",""
"Auto-fixed","Nicaragua Travel Guide – What you Need to Know before Visiting","en","nicaragua-travel-guide-what-you-need-to-know","/surfcamp/nicaragua/maderas/food/gallo-pinto","Replaced","/surfcamp/nicaragua/maderas"
"Auto-fixed","Planning a Tropical Surf Trip? Don’t Forget to Pack these 10 Essentials!","en","planning-a-surf-trip-to-the-tropics-10-essentials-you-shouldnt-forget","/blog/booking-a-surf-camp-heres-what-to-look-for-when-making-your-decision","Replaced","/blog/what-to-look-for-when-booking-a-surf-camp"
"Auto-fixed","Planning a Tropical Surf Trip? Don’t Forget to Pack these 10 Essentials!","en","planning-a-surf-trip-to-the-tropics-10-essentials-you-shouldnt-forget","/blog/learn-to-surf-in-costa-rica-9-epic-reasons-why-you-should-go-right-now","Replaced","/blog/9-reasons-to-learn-to-surf-in-costa-rica"
"Auto-fixed","Planning a Tropical Surf Trip? Don’t Forget to Pack these 10 Essentials!","en","planning-a-surf-trip-to-the-tropics-10-essentials-you-shouldnt-forget","/top-5-surf-spots-playa-avellanas-costa-rica","Replaced","/blog/top-surf-spots-around-playa-avellanas-costa-rica"
"Auto-fixed","Planning a Tropical Surf Trip? Don’t Forget to Pack these 10 Essentials!","en","planning-a-surf-trip-to-the-tropics-10-essentials-you-shouldnt-forget","/costa-rica-surfcamp","Replaced","/surfcamp/costa-rica"
"Auto-fixed","Planning a Tropical Surf Trip? Don’t Forget to Pack these 10 Essentials!","en","planning-a-surf-trip-to-the-tropics-10-essentials-you-shouldnt-forget","/packing-list-costa-rica-nicaragua","Replaced","/blog/what-to-pack-for-costa-rica-and-nicaragua"
"Auto-fixed","Planning Surf Holidays In Portugal? Here’s All You Need To Know","en","surf-holidays-portugal","/blog/surf-school-in-portugal","Replaced","/blog/surf-lessons-in-portugal"
"Auto-fixed","Portugal Makes Waves: Liga MEO Pro Surf and Another Big Wave World Record for Garrett McNamara?","en","portugal-makes-waves-liga-meo-pro-surf-and-another-big-wave-record","/blog/nazare-mcnamaras-90ft-wave-rapture-surfcamps","Replaced","/blog"
"Auto-fixed","Portugal Travel Guide 2024 – All You Need to Know Before you Plan a Trip","en","portugal-travel-guide-all-you-need-to-know-before-you-plan-a-trip","https://tuifly.be/en/destinos/portugal","Link removed (text kept)",""
"Auto-fixed","Savoring Tamarindo: A Surfers Guide To The Best Eats","en","best-eats-in-tamarindo","https://www.seasonstamarindo.net/","Link removed (text kept)",""
"Auto-fixed","Sehenswürdigkeiten in Bali – Ubud und Uluwatu","de","sehenswuerdigkeiten-von-bali-ubud-und-uluwatu","https://www.rapturecamps.com/de/blog/10-best-surf-spots-in-bali/","Replaced","/de/blog/10-besten-surfspots-in-bali"
"Auto-fixed","Sehenswürdigkeiten in Bali – Ubud und Uluwatu","de","sehenswuerdigkeiten-von-bali-ubud-und-uluwatu","https://www.rapturecamps.com/surfing-bali/","Replaced","/surfcamp/bali"
"Auto-fixed","Sicherheit geht vor: Der Leitfaden für Surfer zum Umgang mit Strandschildern und Flaggen","de","sicherheit-geht-vor-der-leitfaden-fuer-surfer-zum-umgang-mit-strandschildern-und-flaggen","https://www.rapturecamps.com/de/kontakt/","Replaced","/contact"
"Auto-fixed","Sicherheit geht vor: Der Leitfaden für Surfer zum Umgang mit Strandschildern und Flaggen","de","sicherheit-geht-vor-der-leitfaden-fuer-surfer-zum-umgang-mit-strandschildern-und-flaggen","https://www.rapturecamps.com/de/kontakt/","Replaced","/contact"
"Auto-fixed","Sicherheit geht vor: Der Leitfaden für Surfer zum Umgang mit Strandschildern und Flaggen","de","sicherheit-geht-vor-der-leitfaden-fuer-surfer-zum-umgang-mit-strandschildern-und-flaggen","https://www.rapturecamps.com/de/kontakt/","Replaced","/contact"
"Auto-fixed","Sind die Wellen in Nicaragua immer offshore?","de","sind-die-wellen-in-nicaragua-immer-offshore","https://www.rapturecamps.com/de/surfcamp/nicaragua/maderas/surfen/","Replaced","/de/surfcamp/nicaragua/maderas"
"Auto-fixed","Sind die Wellen in Nicaragua immer offshore?","de","sind-die-wellen-in-nicaragua-immer-offshore","https://www.rapturecamps.com/de/surfcamp/nicaragua/maderas/surfen/","Replaced","/de/surfcamp/nicaragua/maderas"
"Auto-fixed","Soll ich ein Surfcamp oder eine Surfschule buchen?","de","soll-ich-ein-surfcamp-oder-eine-surfschule-buchen","https://www.rapturecamps.com/de/surfcamp/nicaragua/maderas/surfen/","Replaced","/de/surfcamp/nicaragua/maderas"
"Auto-fixed","Soll ich ein Surfcamp oder eine Surfschule buchen?","de","soll-ich-ein-surfcamp-oder-eine-surfschule-buchen","https://www.rapturecamps.com/de/surfcamp/nicaragua/maderas/surfen/","Replaced","/de/surfcamp/nicaragua/maderas"
"Auto-fixed","Strandhotels in Costa Rica: Worauf du unbedingt achten solltest","de","strandhotels-in-costa-rica-worauf-du-unbedingt-achten-solltest","https://www.rapturecamps.com/de/surfcamp/costa-rica/avellanas/essen/","Replaced","/de/surfcamp/costa-rica/avellanas"
"Auto-fixed","Surf Lessons in Bali – Tips to Choose the Right Surf Camp for You","en","tips-to-choose-surf-lessons-in-bali","/meet-us-online","Replaced","/contact"
"Auto-fixed","Surf Lessons in Portugal – The Best European Country to Learn the Art of Surfing","en","surf-lessons-in-ericeira-portugal","/blog/surf-apartments-in-ericeira-portugal","Replaced","/blog/surf-apartments-ericeira-portugal"
"Auto-fixed","Surf Resort Bali","de","surf-resort-bali","https://www.rapturecamps.com/de/bali-surfcamp/surfschule/","Replaced","/de/surfcamp/bali"
"Auto-fixed","Surf Resort Bali","de","surf-resort-bali","https://www.rapturecamps.com/de/bali-surfcamp/padang-padang-surfen/","Replaced","/de/surfcamp/bali/padang-padang"
"Auto-fixed","Surf Resort Bali","de","surf-resort-bali","https://www.rapturecamps.com/de/bali-surfcamp/uluwatu-surfen/","Replaced","/de/surfcamp/bali"
"Auto-fixed","Surfcamp buchen Portugal: Achte unbedingt darauf!","de","ein-surfcamp-buchen-in-portugal-darauf-musst-du-unbedingt-achten","https://www.rapturecamps.com/blog/7-portugal-best-surf-spots/","Replaced","/blog/portugal-best-surf-spots"
"Auto-fixed","Surfen Ericeira","de","surfen-ericeira","https://vimeo.com/105491649","Link removed (text kept)",""
"Auto-fixed","Surfen für Anfänger: Wie du die Wellen mit Selbstvertrauen reitest","de","surfen-fuer-anfaenger","https://www.rapturecamps.com/de/kontakt/","Replaced","/contact"
"Auto-fixed","Surfen in Costa Rica: 9 unschlagbare Gründe warum genau jetzt","de","surfen-lernen-in-costa-rica-9-grunde","https://www.rapturecamps.com/de/blog/what-to-see-in-tamarindo-costa-rica/","Replaced","/de/blog/die-10-top-aktivitaten-in-tamarindo-costa-rica"
"Auto-fixed","Surfen in Costa Rica: 9 unschlagbare Gründe warum genau jetzt","de","surfen-lernen-in-costa-rica-9-grunde","https://www.rapturecamps.com/de/blog/the-waves-in-nicaragua-are-always-offshore/","Replaced","/de/blog/sind-die-wellen-in-nicaragua-immer-offshore"
"Auto-fixed","Surfen in Costa Rica: 9 unschlagbare Gründe warum genau jetzt","de","surfen-lernen-in-costa-rica-9-grunde","https://www.rapturecamps.com/de/blog/the-5-best-places-to-learn-to-surf/","Replaced","/de/blog/die-5-besten-orte-um-surfen-zu-lernen-rapture-surfcamps"
"Auto-fixed","Surfen in Portugal: ein kurzer Überlick über die Geschichte dahinter","de","surfen-in-portugal-ein-kurzer-uberlick-uber-die-geschichte-dahinter","https://www.rapturecamps.com/de/surfcamp/portugal/ericeira-lizandro/surfen/","Replaced","/de/surfcamp/portugal/ericeira-lizandro"
"Auto-fixed","Surfen lernen in Ericeira, Portugal: Europas Top Ziel für einen Surfkurs","de","surfen-lernen-in-ericeira-portugal","https://www.rapturecamps.com/de/surfcamp/portugal/ericeira-lizandro/surfen/","Replaced","/de/surfcamp/portugal/ericeira-lizandro"
"Auto-fixed","Surfen lernen in Ericeira, Portugal: Europas Top Ziel für einen Surfkurs","de","surfen-lernen-in-ericeira-portugal","https://www.rapturecamps.com/de/kontakt/","Replaced","/contact"
"Auto-fixed","Surfen lernen: Ein Leitfaden für Anfänger zum Meister im Surfen","de","surfen-lernen-ein-leitfaden-fuer-anfaenger-zum-meister-im-surfen","https://www.rapturecamps.com/de/surfcamp/marokko/banana-village/","Replaced","/de/surfcamp/morocco"
"Auto-fixed","Surfen Padang Padang","de","surfen-padang-padang","https://www.rapturecamps.com/de/surfcamp/bali/padang-padang/zimmer/","Replaced","/de/surfcamp/bali/padang-padang"
"Auto-fixed","Surfen Uluwatu","de","surfen-uluwatu","https://www.bali.com/temple_Uluwatu_Pura-Luhur-Uluwatu_82.html","Link removed (text kept)",""
"Auto-fixed","Surfing Ericeira – Europe’s Only World Surfing Reserve","en","surf-ericeira","https://www.ericeirablog.com/ericeira-and-its-king/","Link removed (text kept)",""
"Auto-fixed","Surfing Ericeira – Europe’s Only World Surfing Reserve","en","surf-ericeira","/blog/surf-school-in-ericeira-portugal","Replaced","/blog/surf-apartments-ericeira-portugal"
"Auto-fixed","Surfing Lessons in Portugal: Europe’s Best Place to Learn  Surfing","en","surf-lessons-in-portugal-the-best-country-in-europe-to-learn-the-art-of-surfing","/blog/surf-apartments-in-ericeira-portugal","Replaced","/blog/surf-apartments-ericeira-portugal"
"Auto-fixed","Surfing Uluwatu in Bali –  World-Class Reef Breaks in Bali","en","surfing-uluwatu","https://www.bali.com/temple_Uluwatu_Pura-Luhur-Uluwatu_82.html","Link removed (text kept)",""
"Auto-fixed","Surfkurse und Surfcamps in Nicaragua","de","surfkurse-surfcamp-nicaragua","https://www.rapturecamps.com/blog/surf-playa-maderas-nicaragua/","Replaced","/blog/surf-school-nicaragua"
"Auto-fixed","Surfkurse und Surfcamps in Nicaragua","de","surfkurse-surfcamp-nicaragua","https://www.rapturecamps.com/de/surfcamp/nicaragua/maderas/surfen/","Replaced","/de/surfcamp/nicaragua/maderas"
"Auto-fixed","Surfschule Costa Rica: Surf Lessons in Top-Qualität und in exklusiver Umgebung","de","surfschule-costa-rica","https://www.rapturecamps.com/de/surfcamp/costa-rica/avellanas/essen/","Replaced","/de/surfcamp/costa-rica/avellanas"
"Auto-fixed","Surfschule Costa Rica: Surf Lessons in Top-Qualität und in exklusiver Umgebung","de","surfschule-costa-rica","https://www.rapturecamps.com/de/surfcamp/costa-rica/avellanas/zimmer/","Replaced","/de/surfcamp/costa-rica/avellanas"
"Auto-fixed","Surfschule Portugal: Ericeira & Alentejo","de","surfschule-portugal","https://www.rapturecamps.com/de/surfcamp/portugal/ericeira-lizandro/zimmer/","Replaced","/de/surfcamp/portugal/ericeira-lizandro"
"Auto-fixed","The 13 Best Beaches in Bali","en","the-13-best-beaches-in-bali","/surfcamp/bali/canggu","Replaced","/surfcamp/bali"
"Auto-fixed","The 7 Spots for Surfing in Bali for Beginners","en","best-beginner-surf-spots-in-bali","/blog/surf-tips-beginners-learn-to-surf","Replaced","/blog/surf-tips-beginners"
"Auto-fixed","The Ultimate Couple Getaway? How About a Surf And Yoga Trip To Portugal","en","the-ultimate-couples-getaway-our-surf-camp-in-portugal","/blog/surf-school-in-portugal","Replaced","/blog/surf-lessons-in-portugal"
"Auto-fixed","The Ultimate Couple Getaway? How About a Surf And Yoga Trip To Portugal","en","the-ultimate-couples-getaway-our-surf-camp-in-portugal","/things-to-do-in-ericeira","Replaced","/blog/best-things-to-do-in-ericeira"
"Auto-fixed","The Ultimate Couple Getaway? How About a Surf And Yoga Trip To Portugal","en","the-ultimate-couples-getaway-our-surf-camp-in-portugal","/booking-a-surf-camp-in-portugal-these-are-the-things-you-need-to-know-before-you-go","Replaced","/blog/what-to-know-before-booking-a-surf-camp-in-portugal"
"Auto-fixed","Tips to Pull off the Most Epic Surf Trip to Portugal","en","how-to-pull-off-a-surf-trip-in-portugal-this-summer","/blog/surf-school-in-ericeira-portugal","Replaced","/blog/surf-apartments-ericeira-portugal"
"Auto-fixed","Tips to Pull off the Most Epic Surf Trip to Portugal","en","how-to-pull-off-a-surf-trip-in-portugal-this-summer","/booking-a-surf-camp-in-portugal-these-are-the-things-you-need-to-know-before-you-go","Replaced","/blog/what-to-know-before-booking-a-surf-camp-in-portugal"
"Auto-fixed","Tips to Pull off the Most Epic Surf Trip to Portugal","en","how-to-pull-off-a-surf-trip-in-portugal-this-summer","/blog/booking-a-surf-camp-in-portugal-these-are-the-things-you-need-to-know-before-you-go","Replaced","/blog/what-to-know-before-booking-a-surf-camp-in-portugal"
"Auto-fixed","Top-Rated Gifts for Surfers: 2024 Must-Haves","en","gifts-for-surfers-2024","https://shop.rapturecamps.com/product/water-bottle/","Link removed (text kept)",""
"Auto-fixed","Top-Rated Gifts for Surfers: 2024 Must-Haves","en","gifts-for-surfers-2024","https://shop.rapturecamps.com/product-category/beach-towels/","Link removed (text kept)",""
"Auto-fixed","Top-Rated Gifts for Surfers: 2024 Must-Haves","en","gifts-for-surfers-2024","https://shop.rapturecamps.com/shop/","Link removed (text kept)",""
"Auto-fixed","Top-Rated Gifts for Surfers: 2024 Must-Haves","en","gifts-for-surfers-2024","https://shop.rapturecamps.com/product/matte-paper-framed-poster-with-mat/","Link removed (text kept)",""
"Auto-fixed","Top-Rated Gifts for Surfers: 2024 Must-Haves","en","gifts-for-surfers-2024","https://shop.rapturecamps.com/#_ga=2.69846162.388105430.1723112534-1432473239.1715848818","Link removed (text kept)",""
"Auto-fixed","Traveling Solo In Bali","en","travelling-solo-in-bali","/surfcamp/bali/canggu/rooms","Replaced","/surfcamp/bali"
"Auto-fixed","Ultimate Guide to Planning the Perfect Family Surf Trip","en","the-safest-family-friendly-surf-destinations-around-the-world","/travel-insurance-for-your-surf-trip","Replaced","/blog/surf-trip-insurance"
"Auto-fixed","Warum Bali das perfekte Ziel für digitale Nomaden ist","de","bali-fur-digitale-nomaden","https://www.rapturecamps.com/de/surfcamp/bali/canggu/?campaignid=21528416633&adgroupid=&creative=&keyword=&matchtype=&device=c&utm_term=&utm_campaign=MaxPer+-+ACQ+-++CR+-+MaxC+-+WW+-+EN&utm_source=adwords&utm_medium=ppc&hsa_acc=9953689683&hsa_cam=21528416633&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3&gad_source=1&gclid=Cj0KCQjw05i4BhDiARIsAB_2wfCB-zOddKuuY5EjUcXmV5oDjkOGmVX_4mrwUri8AxvuzDHgxlyj85waAo7KEALw_wcB","Replaced","/de/surfcamp/bali"
"Auto-fixed","Was du diesen Sommer in Portugal nicht verpassen darfst","de","was-du-diesen-sommer-in-portugal-nicht-verpassen-darfst","https://www.rapturecamps.com/de/surfcamp/portugal/ericeira-lizandro/surfen/","Replaced","/de/surfcamp/portugal/ericeira-lizandro"
"Auto-fixed","Was du wissen solltest, bevor du ein Surfcamp in Bali buchst.","de","was-du-wissen-solltest-bevor-du-ein-surfcamp-in-bali-buchst","https://www.rapturecamps.com/de/blog/best-beginner-surf-spots-in-bali/","Replaced","/de/blog/besten-surfspots-fur-anfanger-auf-bali"
"Auto-fixed","Was du wissen solltest, bevor du ein Surfcamp in Bali buchst.","de","was-du-wissen-solltest-bevor-du-ein-surfcamp-in-bali-buchst","https://www.rapturecamps.com/blog/learning-to-surf-in-bali-heres-how-to-avoid-the-crowds-and-catch-more-waves/ ","Replaced","/blog/avoid-crowd-and-catch-more-waves-in-bali"
"Auto-fixed","What is the Difference between a Surf Camp, a Surf House and a Surf School?","en","should-i-book-a-surf-camp-or-a-surf-school","/blog/surf-lessons-nicaragua-learn-to-surf","Replaced","/blog/surf-school-nicaragua"
"Auto-fixed","What to Expect on your Surf Trip to Portugal?","en","what-to-know-before-booking-a-surf-camp-in-portugal","/blog/surf-school-in-ericeira-portugal","Replaced","/blog/surf-apartments-ericeira-portugal"
"Auto-fixed","What to Expect on your Surf Trip to Portugal?","en","what-to-know-before-booking-a-surf-camp-in-portugal","/blog/surf-school-in-ericeira-portugal","Replaced","/blog/surf-apartments-ericeira-portugal"
"Auto-fixed","When is the Surf Season in Portugal?","en","whens-the-best-time-to-surf-in-portugal","/meet-us-online","Replaced","/contact"
"Auto-fixed","Why Bali Is The Perfect Destination For Digital Nomads","en","bali-for-digital-nomads","/surfcamp/bali/canggu","Replaced","/surfcamp/bali"
"Auto-fixed","Wie man die Wellen in Portugal meistert: Ein Leitfaden für Anfänger","de","anfaenger-leitfaden-zum-surfen-in-portugal","https://www.rapturecamps.com/de/kontakt/","Replaced","/contact"
"Auto-fixed","Yoga Surfcamp Bali","de","yoga-surfcamp-bali","https://www.rapturecamps.com/de/surfcamp/bali/padang-padang/zimmer/","Replaced","/de/surfcamp/bali/padang-padang"
"Auto-fixed","Yoga Surfcamp Bali","de","yoga-surfcamp-bali","https://www.rapturecamps.com/de/surfcamp/bali/green-bowl/zimmer/","Replaced","/de/surfcamp/bali/green-bowl"
